vehicle_number,lap,timestamp,lap_time,cumulative_time,position,gap_to_leader,gap_to_ahead,gap_to_behind,gap_delta_ahead,gap_delta_behind,is_fighting,laps_remaining,race_progress,fuel_load_estimate,air_temp,track_temp,humidity,pressure,wind_speed,is_under_yellow
89,2,2025-10-18 12:49:24.292000+00:00,139.843,139.843,17,2.1390000000000002,0.04,0.264,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
18,2,2025-10-18 12:49:24.556000+00:00,139.1,139.1,18,2.403,0.264,0.008,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
11,2,2025-10-18 12:49:24.564000+00:00,138.302,138.302,19,2.411,0.008,0.476,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
3,2,2025-10-18 12:49:25.040000+00:00,136.364,136.364,20,2.887,0.476,0.033,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
3,2,2025-10-18 12:49:25.040000+00:00,136.364,136.364,20,2.887,0.476,0.033,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
57,2,2025-10-18 12:49:25.073000+00:00,135.434,135.434,21,2.92,0.033,1.016,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
8,2,2025-10-18 12:49:26.089000+00:00,135.033,135.033,22,3.936,1.016,0.009,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
86,2,2025-10-18 12:49:26.098000+00:00,135.948,135.948,23,3.945,0.009,60.0,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
72,2,2025-10-18 12:51:06.264000+00:00,103.79,103.79,24,104.111,100.166,60.0,0.0,0.0,False,24,0.07692307692307693,0.9230769230769231,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
16,3,2025-10-18 12:51:05.923000+00:00,103.391,253.154,1,0.0,0.0,0.003,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
7,3,2025-10-18 12:51:05.926000+00:00,103.482,254.203,2,0.003,0.003,0.762,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
55,3,2025-10-18 12:51:06.688000+00:00,104.092,252.796,3,0.765,0.762,0.581,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
13,3,2025-10-18 12:51:07.269000+00:00,104.47,252.413,4,1.346,0.581,0.409,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
46,3,2025-10-18 12:51:07.678000+00:00,104.805,251.38400000000001,5,1.755,0.409,0.724,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
0,3,2025-10-18 12:51:08.402000+00:00,105.435,251.508,6,2.479,0.724,0.15,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
47,3,2025-10-18 12:51:08.552000+00:00,106.399,253.349,7,2.629,0.15,0.527,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
98,3,2025-10-18 12:51:09.079000+00:00,106.004,251.11900000000003,8,3.156,0.527,0.246,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
31,3,2025-10-18 12:51:09.325000+00:00,105.834,249.389,9,3.402,0.246,0.129,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
2,3,2025-10-18 12:51:09.454000+00:00,106.105,250.21500000000003,10,3.531,0.129,0.386,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
5,3,2025-10-18 12:51:09.840000+00:00,106.219,251.311,11,3.917,0.386,0.282,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
113,3,2025-10-18 12:51:10.122000+00:00,106.583,247.591,12,4.199,0.282,0.213,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
88,3,2025-10-18 12:51:10.335000+00:00,106.805,249.573,13,4.412,0.213,0.118,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
21,3,2025-10-18 12:51:10.453000+00:00,106.803,248.364,14,4.53,0.118,0.596,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
21,3,2025-10-18 12:51:10.453000+00:00,106.803,248.364,14,4.53,0.118,0.596,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
89,3,2025-10-18 12:51:11.049000+00:00,106.757,246.6,15,5.126,0.596,0.434,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
11,3,2025-10-18 12:51:11.483000+00:00,106.919,245.221,16,5.5600000000000005,0.434,0.674,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
80,3,2025-10-18 12:51:12.157000+00:00,108.399,248.887,17,6.234,0.674,0.322,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
3,3,2025-10-18 12:51:12.479000+00:00,107.439,243.803,18,6.556,0.322,0.802,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
3,3,2025-10-18 12:51:12.479000+00:00,107.439,243.803,18,6.556,0.322,0.802,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
93,3,2025-10-18 12:51:13.281000+00:00,109.029,248.337,19,7.358,0.802,1.694,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
18,3,2025-10-18 12:51:14.975000+00:00,110.419,249.519,20,9.052,1.694,0.887,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
8,3,2025-10-18 12:51:15.862000+00:00,109.773,244.80599999999998,21,9.939,0.887,0.406,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
57,3,2025-10-18 12:51:16.268000+00:00,111.195,246.629,22,10.345,0.406,0.184,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
86,3,2025-10-18 12:51:16.452000+00:00,110.354,246.30200000000002,23,10.529,0.184,60.0,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
72,3,2025-10-18 12:52:46.745000+00:00,100.481,204.27100000000002,24,100.822,90.293,60.0,0.0,0.0,False,23,0.11538461538461539,0.8846153846153846,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
7,4,2025-10-18 12:52:46.212000+00:00,100.286,354.48900000000003,1,0.0,0.0,0.112,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
16,4,2025-10-18 12:52:46.324000+00:00,100.401,353.555,2,0.112,0.112,0.742,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
55,4,2025-10-18 12:52:47.066000+00:00,100.378,353.174,3,0.854,0.742,0.309,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
13,4,2025-10-18 12:52:47.375000+00:00,100.106,352.519,4,1.163,0.309,1.185,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
46,4,2025-10-18 12:52:48.560000+00:00,100.882,352.266,5,2.348,1.185,0.204,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
0,4,2025-10-18 12:52:48.764000+00:00,100.362,351.87,6,2.552,0.204,0.411,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
47,4,2025-10-18 12:52:49.175000+00:00,100.623,353.972,7,2.963,0.411,4.493,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
113,4,2025-10-18 12:52:53.668000+00:00,103.546,351.137,8,7.456,4.493,0.201,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
21,4,2025-10-18 12:52:53.869000+00:00,103.416,351.78,9,7.657,0.201,0.185,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
21,4,2025-10-18 12:52:53.869000+00:00,103.416,351.78,9,7.657,0.201,0.185,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
2,4,2025-10-18 12:52:54.054000+00:00,104.6,354.815,10,7.842,0.185,0.47,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
88,4,2025-10-18 12:52:54.524000+00:00,104.189,353.762,11,8.312,0.47,0.156,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
5,4,2025-10-18 12:52:54.680000+00:00,104.84,356.151,12,8.468,0.156,0.194,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
89,4,2025-10-18 12:52:54.874000+00:00,103.825,350.425,13,8.662,0.194,0.547,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
11,4,2025-10-18 12:52:55.421000+00:00,103.938,349.159,14,9.209,0.547,1.744,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
31,4,2025-10-18 12:52:57.165000+00:00,107.84,357.22900000000004,15,10.953,1.744,0.092,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
80,4,2025-10-18 12:52:57.257000+00:00,105.1,353.98699999999997,16,11.045,0.092,0.499,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
3,4,2025-10-18 12:52:57.756000+00:00,105.277,349.08,17,11.544,0.499,0.012,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
3,4,2025-10-18 12:52:57.756000+00:00,105.277,349.08,17,11.544,0.499,0.012,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
93,4,2025-10-18 12:52:57.768000+00:00,104.487,352.82399999999996,18,11.556000000000001,0.012,1.835,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
18,4,2025-10-18 12:52:59.603000+00:00,104.628,354.147,19,13.391,1.835,3.454,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
57,4,2025-10-18 12:53:03.057000+00:00,106.789,353.418,20,16.845,3.454,24.392,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
8,4,2025-10-18 12:53:27.449000+00:00,131.587,376.393,21,41.237,24.392,60.0,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
72,4,2025-10-18 12:54:27.484000+00:00,100.739,305.01,22,101.272,60.035,2.487,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
98,4,2025-10-18 12:54:29.971000+00:00,200.892,452.011,23,103.759,2.487,60.0,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
7,5,2025-10-18 12:54:27.168000+00:00,100.956,455.445,1,0.0,0.0,0.085,-0.291,-0.002999999999999989,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
16,5,2025-10-18 12:54:27.253000+00:00,100.929,454.48400000000004,2,0.085,0.085,1.146,-0.002999999999999989,1.0819999999999999,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
13,5,2025-10-18 12:54:28.399000+00:00,101.024,453.543,3,1.231,1.146,0.409,0.9429999999999998,0.33499999999999996,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
46,5,2025-10-18 12:54:28.808000+00:00,100.248,452.514,4,1.6400000000000001,0.409,0.752,0.33499999999999996,0.658,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
0,5,2025-10-18 12:54:29.560000+00:00,100.796,452.666,5,2.392,0.752,0.102,0.658,-0.006000000000000005,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
47,5,2025-10-18 12:54:29.662000+00:00,100.487,454.459,6,2.4939999999999998,0.102,0.43,0.102,0.139,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
55,5,2025-10-18 12:54:30.092000+00:00,103.026,456.2,7,2.924,0.43,5.727,0.366,5.524,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
21,5,2025-10-18 12:54:35.819000+00:00,101.95,453.73,8,8.651,5.727,0.044,5.698,-0.064,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
21,5,2025-10-18 12:54:35.819000+00:00,101.95,453.73,8,8.651,5.727,0.044,5.698,-0.064,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
2,5,2025-10-18 12:54:35.863000+00:00,101.809,456.624,9,8.695,0.044,0.465,-0.23000000000000004,0.32300000000000006,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
88,5,2025-10-18 12:54:36.328000+00:00,101.804,455.56600000000003,10,9.16,0.465,0.965,0.42600000000000005,0.956,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
5,5,2025-10-18 12:54:37.293000+00:00,102.613,458.764,11,10.125,0.965,0.278,0.883,0.24900000000000003,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
89,5,2025-10-18 12:54:37.571000+00:00,102.697,453.122,12,10.403,0.278,0.366,0.23800000000000002,0.10199999999999998,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
11,5,2025-10-18 12:54:37.937000+00:00,102.516,451.675,13,10.769,0.366,0.393,0.358,-0.08299999999999996,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
113,5,2025-10-18 12:54:38.330000+00:00,104.662,455.79900000000004,14,11.162,0.393,0.835,0.384,0.753,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
80,5,2025-10-18 12:54:39.165000+00:00,101.908,455.895,15,11.997,0.835,1.782,0.727,1.288,True,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
3,5,2025-10-18 12:54:40.947000+00:00,103.191,452.271,16,13.779,1.782,2.217,1.306,2.184,False,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
3,5,2025-10-18 12:54:40.947000+00:00,103.191,452.271,16,13.779,1.782,2.217,1.306,2.184,False,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
18,5,2025-10-18 12:54:43.164000+00:00,103.561,457.70799999999997,17,15.996,2.217,3.6630000000000003,1.953,3.6550000000000002,False,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
57,5,2025-10-18 12:54:46.827000+00:00,103.77,457.188,18,19.659,3.6630000000000003,27.266,3.6300000000000003,26.25,False,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
8,5,2025-10-18 12:55:14.093000+00:00,106.644,483.037,19,46.925,27.266,53.687,26.25,53.678,False,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
72,5,2025-10-18 12:56:07.780000+00:00,100.296,405.30600000000004,20,100.612,53.687,2.4859999999999998,-46.479,-57.514,False,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
98,5,2025-10-18 12:56:10.266000+00:00,100.295,552.306,21,103.098,2.4859999999999998,13.902,2.3779999999999997,13.628,False,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
93,5,2025-10-18 12:56:24.168000+00:00,206.4,559.2239999999999,22,117.0,13.902,60.0,13.408,59.96,False,21,0.19230769230769232,0.8076923076923077,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
7,6,2025-10-18 12:56:07.488000+00:00,100.32,555.765,1,0.0,0.0,0.165,-0.003,-0.597,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
16,6,2025-10-18 12:56:07.653000+00:00,100.4,554.884,2,0.165,0.165,0.518,0.165,0.515,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
55,6,2025-10-18 12:56:08.171000+00:00,98.079,554.279,3,0.683,0.518,0.377,-0.244,-0.20399999999999996,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
13,6,2025-10-18 12:56:08.548000+00:00,100.149,553.692,4,1.06,0.377,0.554,-0.20399999999999996,0.14500000000000007,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
46,6,2025-10-18 12:56:09.102000+00:00,100.294,552.808,5,1.6139999999999999,0.554,0.391,0.14500000000000007,-0.33299999999999996,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
0,6,2025-10-18 12:56:09.493000+00:00,99.933,552.599,6,2.005,0.391,0.802,-0.33299999999999996,0.652,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
47,6,2025-10-18 12:56:10.295000+00:00,100.633,555.092,7,2.807,0.802,5.244,0.652,4.717,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
113,6,2025-10-18 12:56:15.539000+00:00,97.209,553.008,8,8.051,5.244,3.238,4.962,3.025,False,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
21,6,2025-10-18 12:56:18.777000+00:00,102.958,556.688,9,11.289,3.238,0.77,3.12,0.17400000000000004,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
21,6,2025-10-18 12:56:18.777000+00:00,102.958,556.688,9,11.289,3.238,0.77,3.12,0.17400000000000004,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
88,6,2025-10-18 12:56:19.547000+00:00,103.219,558.785,10,12.059,0.77,0.385,0.557,0.267,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
5,6,2025-10-18 12:56:19.932000+00:00,102.639,561.403,11,12.444,0.385,0.495,-0.0010000000000000009,0.21300000000000002,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
89,6,2025-10-18 12:56:20.427000+00:00,102.856,555.978,12,12.939,0.495,0.214,-0.10099999999999998,-0.22,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
2,6,2025-10-18 12:56:20.641000+00:00,104.778,561.402,13,13.153,0.214,0.474,0.08499999999999999,0.08799999999999997,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
11,6,2025-10-18 12:56:21.115000+00:00,103.178,554.853,14,13.627,0.474,0.346,0.03999999999999998,-0.32800000000000007,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
80,6,2025-10-18 12:56:21.461000+00:00,102.296,558.191,15,13.973,0.346,1.942,-0.32800000000000007,1.6199999999999999,True,20,0.23076923076923078,0.7692307692307692,17.522222222222222,17.43333333333333,74.64977777777777,984.4622222222224,6.4,0
