vehicle_number,lap,timestamp,lap_time,cumulative_time,position,gap_to_leader,gap_to_ahead,gap_to_behind,gap_delta_ahead,gap_delta_behind,is_fighting,laps_remaining,race_progress,fuel_load_estimate,air_temp,track_temp,humidity,pressure,wind_speed,is_under_yellow
11,2,2025-10-19 15:04:36.058000+00:00,144.663,144.663,18,2.314,0.107,0.428,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,1
8,2,2025-10-19 15:04:36.486000+00:00,143.617,143.617,19,2.742,0.428,0.315,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,1
18,2,2025-10-19 15:04:36.801000+00:00,144.734,144.734,20,3.057,0.315,0.101,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,1
3,2,2025-10-19 15:04:36.902000+00:00,143.324,143.324,21,3.158,0.101,0.207,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,1
3,2,2025-10-19 15:04:36.902000+00:00,143.324,143.324,21,3.158,0.101,0.207,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,1
57,2,2025-10-19 15:04:37.109000+00:00,138.47,138.47,22,3.365,0.207,18.858,0.0,0.0,True,24,0.07692307692307693,0.9230769230769231,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,1
86,2,2025-10-19 15:04:55.967000+00:00,157.975,157.975,23,22.223,18.858,60.0,0.0,0.0,False,24,0.07692307692307693,0.9230769230769231,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,1
72,2,2025-10-19 15:08:42.974000+00:00,128.691,128.691,24,249.23,227.007,60.0,0.0,0.0,False,24,0.07692307692307693,0.9230769230769231,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,1
88,3,2025-10-19 15:06:21.330000+00:00,107.586,264.417,1,0.0,0.0,0.264,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
46,3,2025-10-19 15:06:21.594000+00:00,107.71,263.347,2,0.264,0.264,0.891,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
13,3,2025-10-19 15:06:22.485000+00:00,108.532,263.426,3,1.155,0.891,0.145,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
16,3,2025-10-19 15:06:22.630000+00:00,108.385,262.704,4,1.3,0.145,0.35,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
55,3,2025-10-19 15:06:22.980000+00:00,108.523,261.78,5,1.65,0.35,0.684,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
47,3,2025-10-19 15:06:23.664000+00:00,109.415,263.993,6,2.334,0.684,0.423,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
21,3,2025-10-19 15:06:24.087000+00:00,109.419,261.89,7,2.757,0.423,0.043,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
21,3,2025-10-19 15:06:24.087000+00:00,109.419,261.89,7,2.757,0.423,0.043,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
41,3,2025-10-19 15:06:24.130000+00:00,109.028,259.414,8,2.8,0.043,0.596,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
113,3,2025-10-19 15:06:24.726000+00:00,110.188,264.197,9,3.396,0.596,0.554,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
5,3,2025-10-19 15:06:25.280000+00:00,109.95,260.157,10,3.95,0.554,0.278,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
31,3,2025-10-19 15:06:25.558000+00:00,110.411,262.605,11,4.228,0.278,0.74,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
0,3,2025-10-19 15:06:26.298000+00:00,112.202,268.033,12,4.968,0.74,0.976,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
89,3,2025-10-19 15:06:27.274000+00:00,111.828,260.524,13,5.944,0.976,0.346,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
98,3,2025-10-19 15:06:27.620000+00:00,112.44,265.908,14,6.29,0.346,1.857,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
2,3,2025-10-19 15:06:29.477000+00:00,114.548,265.95,15,8.147,1.857,0.496,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
93,3,2025-10-19 15:06:29.973000+00:00,114.301,261.869,16,8.643,0.496,0.742,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
80,3,2025-10-19 15:06:30.715000+00:00,114.764,260.251,17,9.385,0.742,1.775,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
11,3,2025-10-19 15:06:32.490000+00:00,116.432,261.095,18,11.16,1.775,0.2,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
3,3,2025-10-19 15:06:32.690000+00:00,115.788,259.112,19,11.36,0.2,0.145,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
3,3,2025-10-19 15:06:32.690000+00:00,115.788,259.112,19,11.36,0.2,0.145,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
8,3,2025-10-19 15:06:32.835000+00:00,116.349,259.966,20,11.505,0.145,0.44,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
18,3,2025-10-19 15:06:33.275000+00:00,116.474,261.208,21,11.945,0.44,1.024,0.0,0.0,True,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
57,3,2025-10-19 15:06:34.299000+00:00,117.19,255.66,22,12.969,1.024,15.081,0.0,0.0,False,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
86,3,2025-10-19 15:06:49.380000+00:00,113.413,271.388,23,28.05,15.081,60.0,0.0,0.0,False,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
72,3,2025-10-19 15:10:51.466000+00:00,128.492,257.183,24,270.136,242.086,60.0,0.0,0.0,False,23,0.11538461538461539,0.8846153846153846,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
13,4,2025-10-19 15:08:25.263000+00:00,122.778,386.204,1,0.0,0.0,0.651,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
46,4,2025-10-19 15:08:25.914000+00:00,124.32,387.667,2,0.651,0.651,0.235,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
88,4,2025-10-19 15:08:26.149000+00:00,124.819,389.236,3,0.886,0.235,0.314,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
16,4,2025-10-19 15:08:26.463000+00:00,123.833,386.537,4,1.2,0.314,0.922,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
55,4,2025-10-19 15:08:27.385000+00:00,124.405,386.185,5,2.122,0.922,0.289,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
41,4,2025-10-19 15:08:27.674000+00:00,123.544,382.95799999999997,6,2.411,0.289,0.373,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
47,4,2025-10-19 15:08:28.047000+00:00,124.383,388.376,7,2.784,0.373,0.514,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
21,4,2025-10-19 15:08:28.561000+00:00,124.474,386.36400000000003,8,3.298,0.514,0.617,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
21,4,2025-10-19 15:08:28.561000+00:00,124.474,386.36400000000003,8,3.298,0.514,0.617,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
113,4,2025-10-19 15:08:29.178000+00:00,124.452,388.649,9,3.915,0.617,0.57,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
5,4,2025-10-19 15:08:29.748000+00:00,124.468,384.625,10,4.485,0.57,0.384,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
31,4,2025-10-19 15:08:30.132000+00:00,124.574,387.179,11,4.869,0.384,0.975,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
0,4,2025-10-19 15:08:31.107000+00:00,124.809,392.842,12,5.844,0.975,0.604,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
98,4,2025-10-19 15:08:31.711000+00:00,124.091,389.99899999999997,13,6.448,0.604,0.574,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
89,4,2025-10-19 15:08:32.285000+00:00,125.011,385.53499999999997,14,7.022,0.574,0.669,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
2,4,2025-10-19 15:08:32.954000+00:00,123.477,389.427,15,7.691,0.669,0.639,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
93,4,2025-10-19 15:08:33.593000+00:00,123.62,385.48900000000003,16,8.33,0.639,1.082,0.0,0.0,True,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
80,4,2025-10-19 15:08:34.675000+00:00,123.96,384.211,17,9.412,1.082,2.396,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
11,4,2025-10-19 15:08:37.071000+00:00,124.581,385.67600000000004,18,11.808,2.396,2.009,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
3,4,2025-10-19 15:08:39.080000+00:00,126.39,385.502,19,13.817,2.009,1.085,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
3,4,2025-10-19 15:08:39.080000+00:00,126.39,385.502,19,13.817,2.009,1.085,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
8,4,2025-10-19 15:08:40.165000+00:00,127.33,387.296,20,14.902,1.085,2.288,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
18,4,2025-10-19 15:08:42.453000+00:00,129.178,390.386,21,17.19,2.288,3.906,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
57,4,2025-10-19 15:08:46.359000+00:00,132.06,387.72,22,21.096,3.906,4.482,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
86,4,2025-10-19 15:08:50.841000+00:00,121.461,392.849,23,25.578,4.482,60.0,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
72,4,2025-10-19 15:12:36.946000+00:00,105.48,362.663,24,251.683,226.105,60.0,0.0,0.0,False,22,0.15384615384615385,0.8461538461538461,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
46,5,2025-10-19 15:10:42.151000+00:00,136.237,523.904,1,0.0,0.0,0.144,-0.14,0.07499999999999998,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
13,5,2025-10-19 15:10:42.295000+00:00,137.032,523.236,2,0.144,0.144,0.61,0.07499999999999998,0.46699999999999997,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
16,5,2025-10-19 15:10:42.905000+00:00,136.442,522.979,3,0.754,0.61,0.064,0.46099999999999997,0.06,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
55,5,2025-10-19 15:10:42.969000+00:00,135.584,521.769,4,0.818,0.064,0.008,-0.144,-0.07300000000000001,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
88,5,2025-10-19 15:10:42.977000+00:00,136.828,526.064,5,0.826,0.008,0.055,0.008,-0.08500000000000002,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
41,5,2025-10-19 15:10:43.032000+00:00,135.358,518.316,6,0.881,0.055,0.405,-0.118,0.36000000000000004,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
47,5,2025-10-19 15:10:43.437000+00:00,135.39,523.766,7,1.286,0.405,0.125,0.401,-0.08299999999999999,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
21,5,2025-10-19 15:10:43.562000+00:00,135.001,521.365,8,1.411,0.125,0.367,-0.0050000000000000044,0.10599999999999998,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
21,5,2025-10-19 15:10:43.562000+00:00,135.001,521.365,8,1.411,0.125,0.367,-0.0050000000000000044,0.10599999999999998,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
113,5,2025-10-19 15:10:43.929000+00:00,134.751,523.4,9,1.778,0.367,0.359,0.286,0.22899999999999998,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
5,5,2025-10-19 15:10:44.288000+00:00,134.54,519.165,10,2.137,0.359,0.244,0.209,0.128,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
31,5,2025-10-19 15:10:44.532000+00:00,134.4,521.579,11,2.3810000000000002,0.244,0.26,0.199,0.227,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
0,5,2025-10-19 15:10:44.792000+00:00,133.685,526.527,12,2.641,0.26,0.217,0.11700000000000002,0.068,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
98,5,2025-10-19 15:10:45.009000+00:00,133.298,523.297,13,2.858,0.217,0.566,0.184,0.4159999999999999,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
89,5,2025-10-19 15:10:45.575000+00:00,133.29,518.825,14,3.424,0.566,0.051,0.44999999999999996,-0.17500000000000002,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
2,5,2025-10-19 15:10:45.626000+00:00,132.672,522.0989999999999,15,3.475,0.051,0.768,-0.21000000000000002,0.595,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
93,5,2025-10-19 15:10:46.394000+00:00,132.801,518.29,16,4.243,0.768,0.799,0.542,0.52,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
80,5,2025-10-19 15:10:47.193000+00:00,132.518,516.729,17,5.042,0.799,0.761,0.52,0.654,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
11,5,2025-10-19 15:10:47.954000+00:00,130.883,516.559,18,5.803,0.761,1.774,0.654,1.346,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
3,5,2025-10-19 15:10:49.728000+00:00,130.648,516.15,19,7.577,1.774,0.848,1.673,0.641,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
3,5,2025-10-19 15:10:49.728000+00:00,130.648,516.15,19,7.577,1.774,0.848,1.673,0.641,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
8,5,2025-10-19 15:10:50.576000+00:00,130.411,517.707,20,8.425,0.848,1.002,0.42,0.687,True,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
18,5,2025-10-19 15:10:51.578000+00:00,129.125,519.511,21,9.427,1.002,2.091,0.687,1.9900000000000002,False,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
57,5,2025-10-19 15:10:53.669000+00:00,127.31,515.03,22,11.518,2.091,2.982,1.8840000000000001,-15.876000000000001,False,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
86,5,2025-10-19 15:10:56.651000+00:00,125.81,518.659,23,14.5,2.982,60.0,-15.876000000000001,0.0,False,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
72,5,2025-10-19 15:14:19.777000+00:00,102.831,465.494,24,217.626,203.126,60.0,-23.881,0.0,False,21,0.19230769230769232,0.8076923076923077,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
46,6,2025-10-19 15:12:25.400000+00:00,103.249,627.153,1,0.0,0.0,0.271,-0.264,-0.62,True,20,0.23076923076923078,0.7692307692307692,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
13,6,2025-10-19 15:12:25.671000+00:00,103.376,626.6120000000001,2,0.271,0.271,0.485,-0.62,0.33999999999999997,True,20,0.23076923076923078,0.7692307692307692,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
16,6,2025-10-19 15:12:26.156000+00:00,103.251,626.23,3,0.756,0.485,0.436,0.33999999999999997,0.08600000000000002,True,20,0.23076923076923078,0.7692307692307692,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
41,6,2025-10-19 15:12:26.592000+00:00,103.56,621.876,4,1.192,0.436,0.193,0.393,-0.40299999999999997,True,20,0.23076923076923078,0.7692307692307692,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
55,6,2025-10-19 15:12:26.785000+00:00,103.816,625.585,5,1.385,0.193,1.156,-0.15699999999999997,0.47199999999999986,True,20,0.23076923076923078,0.7692307692307692,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
88,6,2025-10-19 15:12:27.941000+00:00,104.964,631.028,6,2.541,1.156,0.039,1.156,-0.225,True,20,0.23076923076923078,0.7692307692307692,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
47,6,2025-10-19 15:12:27.980000+00:00,104.543,628.309,7,2.58,0.039,0.706,-0.645,0.283,True,20,0.23076923076923078,0.7692307692307692,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
0,6,2025-10-19 15:12:28.686000+00:00,103.894,630.421,8,3.286,0.706,0.39,-0.03400000000000003,-0.586,True,20,0.23076923076923078,0.7692307692307692,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
21,6,2025-10-19 15:12:29.076000+00:00,105.514,626.879,9,3.676,0.39,0.002,-0.032999999999999974,-0.040999999999999995,True,20,0.23076923076923078,0.7692307692307692,12.007209302325583,14.344186046511627,81.99023255813954,978.2930232558141,3.2651162790697676,0
